#. 	N	throughput		ART
	1		0.9833	0.024811
	2		1.9500	0.026372
	5		4.8333	0.026966
	10		9.7500	0.027171
	15		14.625	0.028163	
	20 		19.492	0.029011
	25		24.308	0.031761
	30		29.175	0.032780
	40		38.758	0.035541
	50		47.958	0.045822
	55		52.667	0.046338
	60 		55.133	0.090743	
	65		55.533	0.166781
	70		55.617	0.252179

