#. 	N	throughput		ART
	1		46.975	0.020743
	2		53.858	0.036487
	3		55.550	0.053075
	4		55.692	0.070536
	5		55.708	0.088085
	7		55.725	0.121895
	10		55.733	0.172278
	20		55.758	0.345694
	35		55.841	0.601868		
	50		55.942	0.871766
	60 		55.970	1.049978
	70		56.017	1.229766
	80		56.058	1.407274
	
