4. 	N	throughput		ART
	1		49.458	0.019801
	2 		54.583	0.035986
	3		55.617	0.052975
	4		55.708	0.070640
	5		55.716	0.088002	
	7		55.725	0.120609
	10		55.733	0.172456	
	15 		55.758	0.257931

